gid;gml_id;Type (code);Type;Type;Statut (code);Statut;Status;Largeur;Commune;Gemeente;Coordonnées géographiques;Geo Shape;begin_date;end_date;last_check_or_update
2357;ac.fid--5822db6_19cbcb82e55_-2a64;14;Chemin cyclo-piéton;Fiets-/voetgangersweg;1;Existant;Bestaand;;Bruxelles;Brussel;50.805177218266614, 4.383368820611487;"{""coordinates"": [[[4.380372783687426, 50.807357096859334], [4.380452093372201, 50.80729977150132], [4.380621863311668, 50.80725213622946], [4.380909930840628, 50.807230060003135], [4.381412308480618, 50.80719032285107], [4.381690625486858, 50.80714002821394], [4.381953628227767, 50.807071216929955], [4.382178004243711, 50.80697705796063], [4.382348453174106, 50.80688356649551], [4.382451412529596, 50.806809482689], [4.382669142733363, 50.806608184867954], [4.382809649239022, 50.8064512068358], [4.383116386898458, 50.8060821344259], [4.383292347691047, 50.80583564849733], [4.383691539151464, 50.805224949138214], [4.383795846029735, 50.80503622986769], [4.383916832118095, 50.80479107300107], [4.384064224871344, 50.80445155971824], [4.384226837914409, 50.8038651398983], [4.384249047658956, 50.8037046490793], [4.384285173359637, 50.80354591992533], [4.384477131744986, 50.8033294110667], [4.384902839159753, 50.80303615183376], [4.385428713097561, 50.80269393626803], [4.385951793004381, 50.80234290072494]]], ""type"": ""MultiLineString""}";2020-12-14T01:00:00+01:00;;2024-06-01T02:00:00+02:00
349;ac.fid--5822db6_19cbcb82e55_-2a54;3;Couloir ou rue bus + vélo;Fietsbusstrook;1;Existant;Bestaand;3.094;Bruxelles;Brussel;50.84902274463498, 4.347807412325262;"{""coordinates"": [[[4.350722408528988, 50.85143440474107], [4.350653901896509, 50.85129150815725], [4.350623042458654, 50.8512392286597], [4.350577265712014, 50.85118256133778], [4.350550340371607, 50.8511523774011], [4.350515826548425, 50.851105646307616], [4.350504534470287, 50.851090441139384], [4.35044672721751, 50.850973609831584], [4.350414975742409, 50.85089917548846], [4.350369238075638, 50.85083829298758], [4.350291891478712, 50.8507580110026], [4.350212527687716, 50.850680873903976], [4.350081517322943, 50.850552325971016], [4.34991468180537, 50.850391956480784], [4.34965798904945, 50.850145041734], [4.349567317047698, 50.85005780570896], [4.349157802141409, 50.849665901935836], [4.349027174820958, 50.84953750476067], [4.348995812171349, 50.84950169247062], [4.348908262191811, 50.84944873155002], [4.348722711476067, 50.849324627413026], [4.348470302785389, 50.849180695760204], [4.34822720888094, 50.84904464294375], [4.347821565797038, 50.84882659062417], [4.347571830523032, 50.848713126683506], [4.347466308567047, 50.84866428314051], [4.346095940637156, 50.84803108231437], [4.345931792703824, 50.84794575896129], [4.345805467070264, 50.8478741269329], [4.345633611001198, 50.847776832910704], [4.345429410479963, 50.84765279290034], [4.345059423622957, 50.847432454996756], [4.34448153821676, 50.84708998556542]]], ""type"": ""MultiLineString""}";2019-09-01T02:00:00+02:00;;2024-10-01T02:00:00+02:00
1940;ac.fid--5822db6_19cbcb82e55_-2790;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.754;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.848566715476835, 4.423643396223264;"{""coordinates"": [[[4.423662855297227, 50.8485973220344], [4.4236239371493, 50.84853610891926]]], ""type"": ""MultiLineString""}";2007-01-01T01:00:00+01:00;;2024-09-26T02:00:00+02:00
191;ac.fid--5822db6_19cbcb82e55_-278d;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.155;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.8379640277415, 4.397887039218877;"{""coordinates"": [[[4.397510950988734, 50.838043179776705], [4.397957829615437, 50.83794884771455], [4.398263266375777, 50.83788553985646]]], ""type"": ""MultiLineString""}";2016-01-01T01:00:00+01:00;;2024-09-25T02:00:00+02:00
690;ac.fid--5822db6_19cbcb82e55_-277b;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.57;Bruxelles;Brussel;50.87887217041927, 4.3743132471607575;"{""coordinates"": [[[4.374338381715084, 50.878781483948686], [4.37432393297141, 50.87882703886063], [4.374290378726895, 50.8789634941336]]], ""type"": ""MultiLineString""}";2017-01-01T01:00:00+01:00;;2024-10-21T02:00:00+02:00
3579;ac.fid--5822db6_19cbcb82e55_-276a;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;2.13;Anderlecht;Anderlecht;50.817380018929875, 4.279831063161957;"{""coordinates"": [[[4.27994438890321, 50.81739409214935], [4.279868490044556, 50.81738295253196], [4.279789886221289, 50.81737496142087], [4.279747388959906, 50.81737104835209], [4.279724922231228, 50.81737092394973], [4.27971734762973, 50.81737175744122]]], ""type"": ""MultiLineString""}";;;
3700;ac.fid--5822db6_19cbcb82e55_-2762;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.06;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.85005652004181, 4.335156718987475;"{""coordinates"": [[[4.335153063823199, 50.85018754065539], [4.335154583720727, 50.85011586825806], [4.335158962787079, 50.849988729578996], [4.335160820259438, 50.84992551084889]]], ""type"": ""MultiLineString""}";;;
1931;ac.fid--5822db6_19cbcb82e55_-275f;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.166;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.84656821408172, 4.413535572830761;"{""coordinates"": [[[4.413951018390133, 50.84645848358361], [4.413850494326655, 50.84648521070692], [4.413694185541918, 50.84652676952091], [4.413595143165782, 50.846552201834065], [4.41343071861188, 50.846595654855044], [4.413336393652521, 50.84662103913541], [4.413173051166082, 50.846663500973754], [4.413120245175611, 50.84667836335349]]], ""type"": ""MultiLineString""}";2009-04-01T02:00:00+02:00;;2024-09-25T02:00:00+02:00
1226;ac.fid--5822db6_19cbcb82e55_-275d;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.55;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.832505102777155, 4.432553224245324;"{""coordinates"": [[[4.432777218559979, 50.83252970922214], [4.432614663254396, 50.83252504160576], [4.432572915846198, 50.8325194975294], [4.4324764157056, 50.83249322303222], [4.432332623799964, 50.832456711477626]]], ""type"": ""MultiLineString""}";;;
4213;ac.fid--5822db6_19cbcb82e55_-275a;11;Aménagement cyclopiéton bidirectionelle;Tweerichtings gedeeld voet/fietspad;1;Existant;Bestaand;1.342;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.85985370083568, 4.304980913180215;"{""coordinates"": [[[4.305056052276668, 50.85998861702809], [4.30490577408376, 50.859718784643285]]], ""type"": ""MultiLineString""}";;;
4104;ac.fid--5822db6_19cbcb82e55_-2757;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.202;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.858411876811765, 4.309708323827665;"{""coordinates"": [[[4.309637481657756, 50.858985652275884], [4.309689032124759, 50.85830970303207], [4.309692445898083, 50.85826225624936], [4.309697600101047, 50.85823756348284], [4.309720109179784, 50.85818232875268], [4.309796095675599, 50.858027543756336], [4.309838992296957, 50.85794165083077], [4.309871659781097, 50.85786224310165]]], ""type"": ""MultiLineString""}";;;
4445;ac.fid--5822db6_19cbcb82e55_-2750;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.064;Bruxelles;Brussel;50.89158105444219, 4.330872868971313;"{""coordinates"": [[[4.330461018930497, 50.891233368440666], [4.330492050191346, 50.891266476494934], [4.330554297706693, 50.891331903079305], [4.330630425073736, 50.89140587485575], [4.330693767838512, 50.89146149468875], [4.330777138270464, 50.891530186802875], [4.330845492407198, 50.89158326658425], [4.330913860722663, 50.89163237845548], [4.331007444335961, 50.89169498935072], [4.331108859863736, 50.89175769418386], [4.331215704947645, 50.8918164473833], [4.331323796910824, 50.891871590219125], [4.331326352344589, 50.89187280698539]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-10-14T02:00:00+02:00
2266;ac.fid--5822db6_19cbcb82e55_-274b;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;;Saint-Gilles;Sint-Gillis;50.824227641390074, 4.345829190540972;"{""coordinates"": [[[4.346802339613049, 50.82440804998452], [4.345610862490985, 50.82418899158908], [4.344856900246928, 50.82404268769439]]], ""type"": ""MultiLineString""}";2022-06-01T02:00:00+02:00;;2024-06-01T02:00:00+02:00
2938;ac.fid--5822db6_19cbcb82e55_-2748;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;3.16;Anderlecht;Anderlecht;50.8278104382242, 4.304901916661295;"{""coordinates"": [[[4.305058132383143, 50.82707725336504], [4.305046717671624, 50.827123638465174], [4.305038920265051, 50.827161951988785], [4.305031274186826, 50.827199491116616], [4.305018553670472, 50.82725758860719], [4.305014189731454, 50.82728006435007], [4.305007183785512, 50.82731131660758], [4.304999048928167, 50.82735130047742], [4.304991927875118, 50.827387369896485], [4.304982499423295, 50.82743102719678], [4.304973616526641, 50.82747583432895], [4.304960555243214, 50.827539083806236], [4.30493169154612, 50.82767572397346], [4.304913837965691, 50.82775926885627], [4.304898199522491, 50.82782842003801], [4.304893733542703, 50.82785193902501], [4.304888375945136, 50.82787838676193], [4.304882267708603, 50.82790417206409], [4.304852979791794, 50.82803616844013], [4.304852954097586, 50.82803629234621], [4.304832410846944, 50.828135358982436], [4.304832431392183, 50.82813526253399], [4.304805034115701, 50.82826055197605], [4.30478138828958, 50.82837221981487], [4.3047640611225, 50.82846496110573], [4.304750069647775, 50.828534745053815], [4.304750004362032, 50.828536559735134], [4.3047500789863, 50.82853729893495], [4.304750204729166, 50.8285382136762], [4.304750689778497, 50.828540528562286], [4.304750910235617, 50.82854131644287], [4.304751467338622, 50.82854297225862], [4.304751720677434, 50.82854362041894], [4.304751882556094, 50.82854399154361]]], ""type"": ""MultiLineString""}";;;
3294;ac.fid--5822db6_19cbcb82e55_-2747;3;Couloir ou rue bus + vélo;Fietsbusstrook;1;Existant;Bestaand;2.92;Anderlecht;Anderlecht;50.8264365418821, 4.304929016436064;"{""coordinates"": [[[4.304850113759035, 50.826831816332394], [4.304871390522566, 50.82672718296945], [4.304885898330757, 50.82665386956599], [4.30490423456307, 50.82656688050709], [4.304926826058366, 50.82645513061], [4.304947801345806, 50.826349726324985], [4.305003889482772, 50.82604049031248]]], ""type"": ""MultiLineString""}";;;
2290;ac.fid--5822db6_19cbcb82e55_-273e;12;Rue cyclable;Fietsstraat;1;Existant;Bestaand;;Ixelles;Elsene;50.81612008663534, 4.41742291147475;"{""coordinates"": [[[4.416765660209773, 50.81601280680027], [4.417024754702691, 50.816104327520435], [4.417260257936015, 50.816151108688025], [4.418094412167896, 50.81612518479718]]], ""type"": ""MultiLineString""}";2023-06-01T02:00:00+02:00;;2024-06-01T02:00:00+02:00
1306;ac.fid--5822db6_19cbcb82e55_-273d;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.8;Bruxelles;Brussel;50.80170482792687, 4.389660862133514;"{""coordinates"": [[[4.390436703506415, 50.80100435667449], [4.390435859452814, 50.80100513512049], [4.390390852036287, 50.80104416524411], [4.390353913923153, 50.80107340024101], [4.390302822833139, 50.80109584560931], [4.390276857330173, 50.80111153797978], [4.390241140498209, 50.80114466186383], [4.390173788064874, 50.80120615367154], [4.390099589940967, 50.80127322368731], [4.389606155845461, 50.80174604445905], [4.389442796810608, 50.80190347671398], [4.389355435554189, 50.801986120999565], [4.389327245300343, 50.8020128890902], [4.389246770864181, 50.80210099477458], [4.389190263692226, 50.802160837535894], [4.389072469829156, 50.8022802225388], [4.388986291010885, 50.802388181753926], [4.388964693631284, 50.802415107528944], [4.388945647079106, 50.80243913461831], [4.388932437863756, 50.802457245069085]]], ""type"": ""MultiLineString""}";2018-01-01T01:00:00+01:00;;2024-10-28T01:00:00+01:00
1684;ac.fid--5822db6_19cbcb82e55_-2731;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.891;Schaerbeek;Schaarbeek;50.861500829422546, 4.370090843722007;"{""coordinates"": [[[4.370223287063784, 50.861728500428526], [4.370186581014689, 50.86166355137466], [4.370086775293328, 50.86149409888511], [4.369957745854981, 50.86127353271649]]], ""type"": ""MultiLineString""}";2009-09-01T02:00:00+02:00;;2024-09-12T02:00:00+02:00
930;ac.fid--5822db6_19cbcb82e55_-2730;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.42;Ixelles;Elsene;50.81478198722304, 4.417132890747006;"{""coordinates"": [[[4.417183402720378, 50.81501421149364], [4.41718400423585, 50.81499942838995], [4.417184595256486, 50.81498332243632], [4.417183969778184, 50.81496465405788], [4.417182473922446, 50.81494202381], [4.417180492369103, 50.81491639024011], [4.417178245444067, 50.81490113258948], [4.417175907657167, 50.81489360126697], [4.41717195811955, 50.8148796501424], [4.417164846021051, 50.814858035391254], [4.417146381608506, 50.81480560471694], [4.417115400800262, 50.814721934034374], [4.417075577523429, 50.81461243059823], [4.417054845506664, 50.81455509793718]]], ""type"": ""MultiLineString""}";;;
1114;ac.fid--5822db6_19cbcb82e55_-2728;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.41;Schaerbeek;Schaarbeek;50.84792015075325, 4.402721020960356;"{""coordinates"": [[[4.402219574359515, 50.84877586085244], [4.40225060080339, 50.84872033002778], [4.402346064815885, 50.84855850551551], [4.402428920722032, 50.84841567605513], [4.402540413406484, 50.84822859226002], [4.402666988312699, 50.84801144288872], [4.403223837474141, 50.84706522392669]]], ""type"": ""MultiLineString""}";2020-06-01T02:00:00+02:00;;2024-06-01T02:00:00+02:00
3097;ac.fid--5822db6_19cbcb82e55_-2721;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.05;Anderlecht;Anderlecht;50.866300284006506, 4.30364191003453;"{""coordinates"": [[[4.303535827268726, 50.86626886498323], [4.303550967212297, 50.86627347425148], [4.303682707807928, 50.8663123818801], [4.303748081404018, 50.86633140348502]]], ""type"": ""MultiLineString""}";2009-03-01T01:00:00+01:00;;2024-10-28T01:00:00+01:00
1923;ac.fid--5822db6_19cbcb82e55_-271b;3;Couloir ou rue bus + vélo;Fietsbusstrook;1;Existant;Bestaand;3.614;Bruxelles;Brussel;50.843443675095806, 4.383891682476926;"{""coordinates"": [[[4.383961536212588, 50.84283495463897], [4.383944803341821, 50.84301955579845], [4.383932253288633, 50.84315782676263], [4.383927306474726, 50.84318276295554], [4.383892393921049, 50.84330567305857], [4.383880183011394, 50.843468187436194], [4.38386787025003, 50.84363405366824], [4.383852726196614, 50.84381574240602], [4.383838500777802, 50.84398879318076], [4.383833495707444, 50.844054227631254]]], ""type"": ""MultiLineString""}";2020-01-01T01:00:00+01:00;;2024-09-17T02:00:00+02:00
537;ac.fid--5822db6_19cbcb82e55_-271a;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.96;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.843322482239095, 4.43755528598438;"{""coordinates"": [[[4.437931419794086, 50.84477078171133], [4.437899745182992, 50.84465956009373], [4.437855581491355, 50.84442695581637], [4.43779401114794, 50.84409611200541], [4.437766078567633, 50.843934197020744], [4.437730169004454, 50.84374946345969], [4.437688821404379, 50.84365638011299], [4.437651265088855, 50.843527453799695], [4.437593498673968, 50.843334736465316], [4.437561429760577, 50.843217452304536], [4.43755107686378, 50.84316837225838], [4.437541177300915, 50.84312875299756], [4.437515837994376, 50.843037852430584], [4.437419787704795, 50.84278134421863], [4.437345281650412, 50.84259443499781], [4.437271106864942, 50.842418988112456], [4.437117266114819, 50.842077868039716], [4.437030002918463, 50.84192338353489]]], ""type"": ""MultiLineString""}";;;
542;ac.fid--5822db6_19cbcb82e55_-2718;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.84;Bruxelles;Brussel;50.87364755561606, 4.359385262698663;"{""coordinates"": [[[4.359603819252246, 50.87370839153501], [4.359250149076546, 50.87360973755773], [4.35916643055636, 50.87358773719242]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-10-02T02:00:00+02:00
909;ac.fid--5822db6_19cbcb82e55_-2712;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.23;Ixelles;Elsene;50.7960500985163, 4.403889255200321;"{""coordinates"": [[[4.406822520255894, 50.795634463160745], [4.406815851894968, 50.795635266851164], [4.40638198178483, 50.79569417611296], [4.405903515358633, 50.79576249672697], [4.405366911510604, 50.79583728971572], [4.404734617984471, 50.79592851386217], [4.404516446139229, 50.79595872346301], [4.404027122107077, 50.7960283460716], [4.403692826968608, 50.79607625444973], [4.403210704220301, 50.79614483132187], [4.402661147336324, 50.79622651120152], [4.402186294776794, 50.796295306927696], [4.401676358926729, 50.79636928505429], [4.401400534840552, 50.79640804344571], [4.401086274589457, 50.796452084806894], [4.400956780756016, 50.79647131264151]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-10-28T01:00:00+01:00
2928;ac.fid--5822db6_19cbcb82e55_-270e;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.3;Anderlecht;Anderlecht;50.81531843718961, 4.2871770383257966;"{""coordinates"": [[[4.286992843320773, 50.815414680842416], [4.286997054377453, 50.81541505572063], [4.287011732703879, 50.815415538811685], [4.287025268772973, 50.81541348064049], [4.287039055383216, 50.81540985329377], [4.287050423477688, 50.8154047976098], [4.287067811036499, 50.81539385590265], [4.287137286665649, 50.815348375794095], [4.287159807119756, 50.81533270334136], [4.287185269566892, 50.81531590370728], [4.287209973559189, 50.815298647788666], [4.287236994054024, 50.81528049105096], [4.287260207762103, 50.81526410584777], [4.287287008982219, 50.815245136006666], [4.287313313450182, 50.81522610799381], [4.28735197483987, 50.81519863051765]]], ""type"": ""MultiLineString""}";;;
1316;ac.fid--5822db6_19cbcb82e55_-2708;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.01;Schaerbeek;Schaarbeek;50.85339659188334, 4.392035382185275;"{""coordinates"": [[[4.390281502725109, 50.85296726367631], [4.39036009329627, 50.85298725540292], [4.390450831709021, 50.8530101831973], [4.390552647571641, 50.85303563909825], [4.390662034228339, 50.853063159671166], [4.390750263010282, 50.85308569465449], [4.39086146152031, 50.85311356979058], [4.390925168160397, 50.853127934904], [4.390966150462026, 50.85313481715408], [4.390993719745861, 50.853138921301344], [4.391035476449976, 50.85314500387031], [4.391071327522245, 50.85314995205921], [4.391106009054391, 50.85315502519568], [4.391129623536359, 50.853158250173536], [4.391143189532627, 50.85316061978968], [4.391175263302833, 50.85316716895351], [4.391328810642972, 50.85320459809217], [4.391476679710877, 50.85324083924798], [4.391543774881597, 50.85325771578199], [4.391644424175146, 50.8532833276081], [4.391676552245337, 50.85329149438604], [4.391789565602886, 50.8533212202876], [4.391860285707379, 50.85334169783262], [4.391924134889443, 50.853360200469794], [4.392022310093807, 50.853388448226426], [4.392091661066027, 50.8534083542525], [4.392189374436843, 50.853435897705104], [4.392284180263266, 50.85346169720837], [4.392382931975159, 50.85348789944147], [4.392482646538562, 50.85351325901038], [4.392580436932494, 50.85353757509768], [4.392678868180964, 50.8535620280313], [4.392752156616871, 50.85358059562672], [4.392847026302841, 50.853603849514194], [4.392949080223125, 50.85362917064399], [4.393054070041028, 50.85365528533156], [4.393122103384379, 50.853672039132654], [4.3932178960337, 50.8536961166911], [4.393349944098357, 50.853729110842345], [4.39344879851997, 50.85375371204002], [4.393587390406821, 50.85378815349801], [4.39368176997531, 50.85381192113119], [4.393720562554289, 50.85382165714602], [4.393786341404144, 50.85384006425563]]], ""type"": ""MultiLineString""}";2009-04-01T02:00:00+02:00;;2024-09-20T02:00:00+02:00
