Année;Domaine;Domein;Code catégorie;Catégorie principale;Hoofdcategorie;Total global;Total commune;Total Région
2018;PE délivrés;MV afgeleverd;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, cogen, fours, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;0;0;0
2018;PE délivrés;MV afgeleverd;45;DEEE;AEEA;0;0;0
2018;PE délivrés;MV afgeleverd;51;Déchets;Afvalstoffen;0;0;0
2018;PE délivrés;MV afgeleverd;62;Forage, puits, captage, réinjection;Grondwaterbemaling, boringen, oppompen, put;0;0;0
2018;PE délivrés;MV afgeleverd;82;Industrie graphique, sérigraphie, photocopieuses;Grafische industrie, zeefdruk, fotokopieermachine;0;0;0
2018;PE délivrés;MV afgeleverd;114;Photo, laboratoire, développement;Foto, labo, ontwikkeling;0;0;0
2018;PE délivrés;MV afgeleverd;162;GSM;GSM;0;0;0
2017;PU délivrés;SV afgeleverd;11.;Réaliser des travaux d’infrastructure et/ou d’aménagement urbain (cfr chap. II et chap. III, section 9 de l'arrêté);Infrastructuurwerken uitvoeren en/of stedenbouwkundige werken uitvoeren (cf. hfdstk. II en hfdstk. III, afdeling 9 van het besluit);16;0;16
2017;PU délivrés;SV afgeleverd;7.;Modifier la destination ou l'utilisation d'un bien NON BÂTI (cfr chap. II et chap. III, section 5 de l'arrêté);De bestemming of het gebruik van een niet gebouwd goed wijzigen (cf. hfdstk. II en hfdstk. III, afdeling 5 van het besluit);3;1;2
2017;PE introduits;MV ingediend;224;Garages;Garages;5;0;5
2017;PE introduits;MV ingediend;66;Fumier;Mest;2;1;1
2017;PE introduits;MV ingediend;30;Chaussures, cordonniers, cordonneries, cuir;Schoenen, schoenmakers, leer;1;0;1
2017;PE introduits;MV ingediend;29;Chantiers;Werven;0;0;0
2017;PE introduits;MV ingediend;48;Traitement mécanique déchets non dangereux;Ongevaarlijke afvalstoffen (mechanische bewerking);0;0;0
2017;PE introduits;MV ingediend;100;Métaux;Metaal;0;0;0
2017;PE délivrés;MV afgeleverd;88;Liquides inflammables (dépôts);Ontvlambare vloeistoffen (opslagplaatsen);98;37;61
2017;PE délivrés;MV afgeleverd;135;Spectacles;Schouwspelen;33;15;18
2017;PE délivrés;MV afgeleverd;178;Économie circulaire, valorisation, réutilisation;Circulaire economie, valorisatie, hergebruik;0;0;0
2016;PU délivrés;SV afgeleverd;13.;Placer des installations temporaires événementielles ou liées à un chantier (cfr chap. II et chap. III, section 11 de l'arrêté);Tijdelijke evenement- of bouwplaatsgebonden installaties plaatsen (cf. hfdstk. II en hfdstk. III, afdeling 11 van het besluit);21;3;18
2016;PU délivrés;SV afgeleverd;11.;Réaliser des travaux d’infrastructure et/ou d’aménagement urbain (cfr chap. II et chap. III, section 9 de l'arrêté);Infrastructuurwerken uitvoeren en/of stedenbouwkundige werken uitvoeren (cf. hfdstk. II en hfdstk. III, afdeling 9 van het besluit);12;0;12
2016;PE introduits;MV ingediend;74;Gaz (récipients mobiles);Gas (verplaatsbare recipiënten);8;1;7
2016;PE introduits;MV ingediend;45;Déchets dangereux liquides (dépôt);Gevaarlijke afvalstoffen (opslag);5;2;3
2016;PE introduits;MV ingediend;13;Automobiles, réparations, voitures, véhicules, carrosseries, garages;Automobielen, herstellingen, reparaties, voertuigen, carrosserie, garage;0;0;0
2016;PE introduits;MV ingediend;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, cogen, fours, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;0;0;0
2016;PE introduits;MV ingediend;47;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
2016;PE introduits;MV ingediend;47;Déchets non dangereux, papier, carton, PMC, metal, verre;Niet gevaarlijke afvalstoffen, papier, karton, PMD, glas, metaal;0;0;0
2016;PE introduits;MV ingediend;67;Morgues;Funeraria;0;0;0
2016;PE introduits;MV ingediend;82;Industrie graphique, sérigraphie, photocopieuses;Grafische industrie, zeefdruk, fotokopieermachine;0;0;0
2016;PE introduits;MV ingediend;93;Plastic;Plastiek;0;0;0
2016;PE introduits;MV ingediend;98;Soudage, chalumeaux;Lassen, toortsen;0;0;0
2016;PE introduits;MV ingediend;120;Produits minéraux;Minerale producten;0;0;0
2016;PE introduits;MV ingediend;140;Tabac (fabrication);Tabak (productie);0;0;0
2016;PE délivrés;MV afgeleverd;27;Chantier (Décontamination de l'amiante);Werven (Asbestsanering);149;0;149
2016;PE délivrés;MV afgeleverd;68;Garages (couverts);Garages (overdekte);98;30;68
2016;PE délivrés;MV afgeleverd;71;Gaz (traitement physique);Gas (fysische verwerking);33;8;25
2016;PE délivrés;MV afgeleverd;108;Papier (dépôts);Papier (opslagplaat-sen);8;0;8
2016;PE délivrés;MV afgeleverd;154;Vernis (dépôts);Vernis (opslagplaat-sen);4;0;4
2016;PE délivrés;MV afgeleverd;160;Aérodrome;Luchtvaartterrein;1;0;1
2016;PE délivrés;MV afgeleverd;20;Bois traitement;Houtbehandeling;0;0;0
2016;PE délivrés;MV afgeleverd;25;Blanchisseries, buanderies, wasserettes, linge, nettoyages, lavages, laverie;Wasserijen, wasserettes, wasgoed, wassalon, reiniging, wassen;0;0;0
2016;PE délivrés;MV afgeleverd;46;Déchets dangereux  (traitement);Gevaarlijke afvalstoffen (opslag);0;0;0
2016;PE délivrés;MV afgeleverd;74;Bouteilles, bonbonnes;Gasflessen, spuitbus;0;0;0
2015;PU délivrés;SV afgeleverd;8.;Utiliser un terrain pour le dépôt, pour le stationnement de véhicules ou pour le placement d'installations mobiles pouvant être utilisées pour l'habitation (cfr chap. II et chap. III, section 6 de l'arrêté);"Een terrein gebruiken voor het stallen, voor het parkeren van voertuigen of voor de plaatsing van mobiele installaties die voor 
bewoning gebruikt kunnen worden (cf. hfdstk. II en hfdstk. III, afdeling 6 van het besluit)";2;2;0
2015;PE introduits;MV ingediend;148;Transformateurs statiques;Statische transformatoren;36;11;25
2015;PE introduits;MV ingediend;56;Epuration (Stations d’);Zuivering (stations);7;1;6
2015;PE introduits;MV ingediend;30;Chaussures, cordonniers, cordonneries, cuir;Schoenen, schoenmakers, leer;2;2;0
2015;PE introduits;MV ingediend;114;Photo (développement);Foto (ontwikkeling);1;1;0
2015;PE introduits;MV ingediend;1;Abattoirs;Slachtuizen;0;0;0
2015;PE introduits;MV ingediend;19;Bois;Hout;0;0;0
2015;PE délivrés;MV afgeleverd;153;Ventilation;Ventilatie;77;3;74
2015;PE délivrés;MV afgeleverd;90;Magasins;Winkels;11;3;8
2015;PE délivrés;MV afgeleverd;69;Gaz (butane-propane);Gas (butaan-propaan);3;0;3
2015;PE délivrés;MV afgeleverd;104;Groupe, secours, électrogène, sprinklage;Noodgroepen, noodaggregaat, noodaggregaat, sprinkler;2;2;0
2015;PE délivrés;MV afgeleverd;173;Produits dangereux;Gevaarlijke producten;2;0;2
2015;PE délivrés;MV afgeleverd;68;Garages, parkings;Garages, parkings;1;1;0
2015;PE délivrés;MV afgeleverd;141;Tabac (dépôts);Tabak (opslagplaat-sen);1;0;1
2015;PE délivrés;MV afgeleverd;51;Déchetteries;Stortplaatsen;0;0;0
2015;PE délivrés;MV afgeleverd;88;Combustibles, essence;Brandstoffen, benzine;0;0;0
2015;PE délivrés;MV afgeleverd;88;Combustibles, huiles et graisses minérales;Brandstoffen, oliën en minerale vetten;0;0;0
2015;PE délivrés;MV afgeleverd;101;Métaux, tours;Metaaldraaibank;0;0;0
2015;PE délivrés;MV afgeleverd;132;Tours de refroidissement;Koeltorens;0;0;0
2015;PE délivrés;MV afgeleverd;140;Tabac (fabrication);Tabak (productie);0;0;0
2014;PE introduits;MV ingediend;65;Fruits (en conserve);Fruit (geconserveerd);2;1;1
2014;PE introduits;MV ingediend;62;Forage;Boring;1;0;1
2014;PE introduits;MV ingediend;111;Peaux ( dépots de);Huiden (opslagplaat-sen);1;0;1
2014;PE introduits;MV ingediend;45;Déchets dangereux (dépôt);Gevaarlijke afvalstoffen (opslag);0;0;0
2014;PE introduits;MV ingediend;47;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
2014;PE introduits;MV ingediend;51;Collecte déchets, parc à conteneur;Inzameling afvalstoffen, containerpark;0;0;0
2014;PE introduits;MV ingediend;72;Gaz;Gas;0;0;0
2014;PE introduits;MV ingediend;74;Bouteilles, bonbonnes, réservoirs;Gasflessen, spuitbus, tanks;0;0;0
2014;PE introduits;MV ingediend;95;Matières synthétiques (production);Kunststof (productie);0;0;0
2014;PE introduits;MV ingediend;100;Métaux;Metaal;0;0;0
2014;PE introduits;MV ingediend;109;Papier;Papier;0;0;0
2014;PE délivrés;MV afgeleverd;80;Huiles résiduaires (dépôts);Afvaloliën  (opslagplaatsen);35;7;28
2014;PE délivrés;MV afgeleverd;147;Café;Koffiebranderij;1;0;1
2014;PE délivrés;MV afgeleverd;57;Epices;Kruiden;0;0;0
2014;PE délivrés;MV afgeleverd;74;Gaz, bonbonnes;Gaz, spuitbus;0;0;0
2014;PE délivrés;MV afgeleverd;88;Liquides inflammables;Ontvlambare vloeistoffen;0;0;0
2014;PE délivrés;MV afgeleverd;95;Matières synthétiques (production);Kunststof (productie);0;0;0
2014;PE délivrés;MV afgeleverd;98;Soudage, chalumeaux;Lassen, toortsen;0;0;0
2024;PE introduits;MV ingediend;44;Tri, préparation en vue du réemploi de déchets;Sorteren, voorbereiden met het oog op hergebruik van afvalstoffen;20;20;0
2024;PE introduits;MV ingediend;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;3;2;1
2024;PE délivrés;MV afgeleverd;18;Bois (travail);Hout (bewerking);3;0;3
2024;PE délivrés;MV afgeleverd;45;Déchets dangereux et non dangereux autres qu'inertes;Gevaarlijke en niet inerte afvalstoffen;2;0;2
2024;PE délivrés;MV afgeleverd;49;Traitement déchets non dangereux;Niet gevaarlijke afvalstoffen;2;0;2
2024;PE délivrés;MV afgeleverd;91;Marbre;Marmer;1;0;1
2023;PU introduits;SV ingediend;7.;Modifier la destination ou l'utilisation d'un bien NON BÂTI (cfr chap. II et chap. III, section 5 de l'arrêté);De bestemming of het gebruik van een niet gebouwd goed wijzigen (cf. hfdstk. II en hfdstk. III, afdeling 5 van het besluit);1;1;0
2023;PU délivrés;SV afgeleverd;5.;Placer un ou des dispositif(s) de publicité (cfr chap. II et chap. III, section 4, sous-section 1 de l'arrêté);Plaatsen van (aantal) reclame-inrichtingen (cf. hfdstk. II en hfdstk. III, afdeling 4, onderafdeling 1 van het besluit);43;39;4
2023;PU délivrés;SV afgeleverd;10.;Aménager un espace vert et/ou modifier le relief du sol, déboiser ou encore défricher ou modifier la végétation d'une zone dont le Gouvernement a jugé la protection nécessaire (cfr chap. II et chap. III, section 8 de l'arrêté);Een groene ruimte aanleggen en/of het bodemreliëf wijzigen, ontbossen of ontginnen of de beplanting van een gebied waarvan de regering de bescherming noodzakelijk zou achten (cf. hfdstk. II en hfdstk. III, afdeling 8 van het besluit);2;0;2
2023;PE introduits;MV ingediend;47;Déchets non dangereux, papier, carton, PMC, metal, verre;Niet gevaarlijke afvalstoffen, papier, karton, PMD, glas, metaal;1;0;1
2023;PE introduits;MV ingediend;108;Archives;Archieven;1;0;1
2023;PE introduits;MV ingediend;133;Ruchers;Bijenkorven;0;0;0
2023;PE délivrés;MV afgeleverd;224;Garages, parkings;Garages, parkings;2;0;2
2023;PE délivrés;MV afgeleverd;98;Métaux (traitement thermique);Metalen (thermische bewerking);1;0;1
2022;PE introduits;MV ingediend;74;Bouteilles, bonbonnes, réservoirs;Gasflessen, spuitbus, tanks;5;1;4
2022;PE introduits;MV ingediend;14;Piscines;Zwembaden;1;0;1
2022;PE introduits;MV ingediend;62;Forage, puits, captage, réinjection;Grondwaterbemaling, boringen, oppompen, put;1;0;1
2022;PE introduits;MV ingediend;101;Métaux (travail des);Metalen (bewerking);1;0;1
2022;PE introduits;MV ingediend;105;Nettoyage à sec;Droogkuis;1;0;1
2022;PE introduits;MV ingediend;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;0;0;0
2022;PE introduits;MV ingediend;46;Traitement déchets dangereux;Gevaarlijke  afvalstoffen (behandeling);0;0;0
2022;PE introduits;MV ingediend;119;Traiteurs;Traiteurs;0;0;0
2022;PE introduits;MV ingediend;132;Réfrigération (installation de);Koeling (inrichtingen);0;0;0
2022;PE délivrés;MV afgeleverd;72;Réservoirs;Gasreservoirs;26;2;24
2022;PE délivrés;MV afgeleverd;88;Combustibles, essence;Brandstoffen, benzine;26;1;25
2022;PE délivrés;MV afgeleverd;40;Combustion (installations de);Verbranding (inrichtingen);17;4;13
2022;PE délivrés;MV afgeleverd;90;Magasins, supermarchés;Winkels, supermarkten;5;0;5
2022;PE délivrés;MV afgeleverd;45;Déchets dangereux (dépôt);Gevaarlijke afvalstoffen (opslag);2;0;2
2022;PE délivrés;MV afgeleverd;127;Produits  d'origine animale;Producten van dierlijke oorsprong;2;2;0
2022;PE délivrés;MV afgeleverd;76;Gélatine;Gelatine;1;0;1
2021;PU délivrés;SV afgeleverd;11.;Réaliser des travaux d’infrastructure et/ou d’aménagement urbain (cfr chap. II et chap. III, section 9 de l'arrêté);Infrastructuurwerken uitvoeren en/of stedenbouwkundige werken uitvoeren (cf. hfdstk. II en hfdstk. III, afdeling 9 van het besluit);17;1;16
2021;PE introduits;MV ingediend;88;Liquides inflammables;Ontvlambare vloeistoffen;3;1;2
2021;PE introduits;MV ingediend;88;Liquides inflammables (dépôts);Ontvlambare vloeistoffen (opslagplaatsen);3;2;1
2021;PE introduits;MV ingediend;10;Animal, magasins, zoo, refuges, manèges, fermes, animaleries;Kweken, winkels, zoo, dierentuinen, opvangcentrum, opvangcentra, maneges, boerderijen, dierenzaken, dierenzaak;1;1;0
2021;PE introduits;MV ingediend;67;Morgues;Funeraria;1;0;1
2021;PE introduits;MV ingediend;13;Automobiles (réparation);Auto's (herstellingen);0;0;0
2021;PE introduits;MV ingediend;27;Chantier (Décontamination de l'amiante);Werven (Asbestsanering);0;0;0
2021;PE introduits;MV ingediend;44;Tri, préparation en vue du réemploi de déchets;Sorteren, voorbereiden met het oog op hergebruik van afvalstoffen;0;0;0
2021;PE introduits;MV ingediend;74;Bouteilles, bonbonnes;Gasflessen, spuitbus;0;0;0
2021;PE introduits;MV ingediend;86;Laiteries;Melkerijen;0;0;0
2021;PE introduits;MV ingediend;146;Tirs;Schietstanden;0;0;0
2021;PE délivrés;MV afgeleverd;138;Cabine de peinture, carosserie, pistolet HVLP, vernis;Spuitcabine, verfcabine, carrosserie, HVLP, vernis;4;0;4
2021;PE délivrés;MV afgeleverd;101;Métaux (travail des);Metalen (bewerking);3;0;3
2021;PE délivrés;MV afgeleverd;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;0;0;0
2021;PE délivrés;MV afgeleverd;154;Vernis (dépôts);Vernis (opslagplaat-sen);0;0;0
2021;PE délivrés;MV afgeleverd;225;Bouteilles, bonbonnes, réservoirs;Gassen (vaste recipiënten);0;0;0
2020;PU introduits;SV ingediend;12.;Placer ou modifier une installation de télécommunication (cfr chap. II et chap. III, section 10 de l'arrêté);Een telecominstallatie plaatsen of wijzigen (cf. hfdstk. II en hfdstk. III, afdeling 10 van het besluit);2;0;2
2020;PE introduits;MV ingediend;88;Combustibles, diesel, citerne à mazout,;Brandstoffen, mazout, stookolie, diesel;16;10;6
2020;PE introduits;MV ingediend;62;Permanent, puits;Permanente, waterput;3;2;1
2020;PE introduits;MV ingediend;101;Métaux (travail des);Metalen (bewerking);0;0;
2020;PE introduits;MV ingediend;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;0;0;0
2020;PE introduits;MV ingediend;106;Déchets de cuisine et de table, huiles et graisses de friture usagées, abats, anciennes denrées alimentaires, peaux, fourrure, laine, cadavres;Keukenafval en etensresten, gebruikte frituurolie en -vetten, slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol, kadavers;0;0;0
2020;PE introduits;MV ingediend;126;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;0;0;0
2020;PE introduits;MV ingediend;224;Garages, parkings;Garages, parkings;0;0;0
2020;PE délivrés;MV afgeleverd;132;Réfrigération (installation de);Koeling (inrichtingen);35;6;29
2020;PE délivrés;MV afgeleverd;71;Gaz;Gas;20;1;19
2020;PE délivrés;MV afgeleverd;45;Déchets dangereux;Gevaarlijke afvalstoffen;4;0;4
2020;PE délivrés;MV afgeleverd;22;Boues, terres excavées (traitement);Slib, uitgegraven grond (verwerking);2;0;2
2020;PE délivrés;MV afgeleverd;233;Véhicules (stationnement);Voertuigen (parkeren);2;0;2
2020;PE délivrés;MV afgeleverd;123;Marbre, pierre bleue;Marmer, blauwe steen;1;0;1
